,5010,true
logo,1,false
menyiarkan,1,false
diselimuti,1,false
melintaslah,1,false
pengusir,1,false
earphonenya,1,false
acnya,1,false
menakutkannya,1,false
halamannya,1,false
penenang,1,false
nervousnya,1,false
klik,1,false
meow-meow,1,false
disisi,1,false
duduklah,1,false
ayunya,1,false
guncangan,1,false
menubrukkan,1,false
krem,1,false
lilintang,1,false
hihi,1,false
masnya,1,false
maaf-maafan,1,false
tubrukan,1,false
haahh,1,false
nyelonong,1,false
bruumm,1,false
ciittt,1,false
trate,1,false
mbaknya,1,false
ohhhhh,1,false
tau-tau,1,false
brewok,1,false
preman,1,false
ampuun,1,false
tetep,1,false
inceran,1,false
cewek-cewek,1,false
gantengan,1,false
banding-bandingin,1,false
kakangku,1,false
pfffttt,1,false
yono,1,false
sekertaris,1,false
pkk,1,false
nahhh,1,false
temen-temenku,1,false
manggil,1,false
ohhh,1,false
gerimis,1,false
alihkan,1,false
tergagap,1,false
booming,1,false
dijodohkan,1,false
huuuhhh,1,false
rama,1,false
sintiaa,1,false
gaje,1,false
hahahaaha,1,false
gossip,1,false
iiya,1,false
kepengen,1,false
kesibukan,1,false
doyan,1,false
wong,1,false
lanang,1,false
lambene,1,false
deketin,1,false
deket-deket,1,false
dih,1,false
yaya,1,false
terpandang,1,false
privilege,1,false
menghujat,1,false
dicap,1,false
overthinking,1,false
mengacak,1,false
curhatan,1,false
ye,1,false
celap-celup,1,false
ada-ada,1,false
jajannya,1,false
nitip,1,false
memberat,1,false
cubitan,1,false
ngantuk,1,false
suntuk,1,false
mendelik,1,false
ngelanjutin,1,false
aahhh,1,false
mauu,1,false
ihhh,1,false
cemberut,1,false
umurmu,1,false
nanya,1,false
tante,1,false
hilih,1,false
kinil,1,false
menyentil,1,false
maassss,1,false
ahahahaha,1,false
lika-liku,1,false
sedikit-sedikit,1,false
leee,1,false
buk,1,false
anakmu,1,false
wal,1,false
afiat,1,false
asik,1,false
bis,1,false
item,1,false
wedok,1,false
iku,1,false
jodohin,1,false
pakkk,1,false
minggat,1,false
yaampun,1,false
special,1,false
ehehehe,1,false
yuk,1,false
imamin,1,false
bapaaakk,1,false
mengatai,1,false
melaluinya,1,false
maksudnyaaa,1,false
ngelamar,1,false
dikeraskan,1,false
tandai,1,false
kekotaan,1,false
kakaknya,1,false
nata’,1,false
lintang’,1,false
suamiku,1,false
mbrot,1,false
yaaa,1,false
kupanggil,1,false
lowongan,1,false
berjaga,1,false
apinya,1,false
mengetuk,1,false
kepulanganku,1,false
sempatkan,1,false
nongkrong,1,false
hehehe,1,false
ajaklah,1,false
kerjaanku,1,false
jawanya,1,false
nungguin,1,false
ok,1,false
suwun,1,false
peruntungan,1,false
gendong,1,false
menerimaku,1,false
paksaan,1,false
petang,1,false
mengikatnya,1,false
sibuknya,1,false
sigap,1,false
tumpuan,1,false
teriknya,1,false
sedikitnya,1,false
dirasa,1,false
pegal,1,false
dilewati,1,false
berbelas,1,false
setor,1,false
pertemuanku,1,false
menawariku,1,false
caramu,1,false
mengemis,1,false
ruko,1,false
mita,1,false
ingusan,1,false
sinden,1,false
pantura,1,false
bersimpati,1,false
misal,1,false
melahap,1,false
tekuk,1,false
waduh,1,false
yaelah,1,false
penghasilanku,1,false
whatsapp,1,false
dek,1,false
adek,1,false
mules,1,false
mamah,1,false
jagain,1,false
memangku,1,false
ransel,1,false
ayok,1,false
kesini,1,false
mengadzaninya,1,false
kelainan,1,false
inkubator,1,false
dibedong,1,false
membungkus,1,false
terlahir,1,false
kesalahanku,1,false
melakoni,1,false
membisikan,1,false
dipukulnya,1,false
pongah,1,false
nyalang,1,false
maron,1,false
amarah,1,false
persetujuannya,1,false
juniornya,1,false
azzahrah,1,false
melangsungkan,1,false
diinginkannya,1,false
khatijah,1,false
seharum,1,false
dihafal,1,false
‘kumbang’,1,false
menggeram,1,false
ijab,1,false
kabul,1,false
menggembirakan,1,false
menikahkan,1,false
salahkan,1,false
membelenggu,1,false
‘bukakan,1,false
rabb’,1,false
mukenah,1,false
mematut,1,false
secerca,1,false
ditelusurinya,1,false
mengembun,1,false
ranum,1,false
detakan,1,false
dopamin,1,false
memproduksi,1,false
syahputra,1,false
agamanya,1,false
rias,1,false
make-up,1,false
debarnya,1,false
terpoles,1,false
ayah-ibunya,1,false
melalang-buana,1,false
melewatkan,1,false
pengenalan,1,false
ta’aruf,1,false
memutih,1,false
teras,1,false
menilik,1,false
seniornya,1,false
memberitahu,1,false
mengerutkan,1,false
urung,1,false
menikahinya,1,false
tamunya,1,false
qobiltu,1,false
nikaahahaa,1,false
tazwiijahaa,1,false
mahril,1,false
madz-kuur,1,false
haalan,1,false
dicarinya,1,false
debaman,1,false
diperbuat,1,false
sakral,1,false
meyakininya,1,false
talak,1,false
melingkupinya,1,false
pusara,1,false
astaghfirullah,1,false
tusukan,1,false
dikhawatirkan,1,false
kesalahannya,1,false
sisinya,1,false
merahnya,1,false
mengalunkan,1,false
akannya,1,false
salatnya,1,false
bertanggungjawab,1,false
ayat,1,false
yusuf,1,false
dibelainya,1,false
sentuhan,1,false
mengecup,1,false
akad,1,false
doanya,1,false
pulihnya,1,false
periang,1,false
‘maya’,1,false
‘zawjaty’,1,false
memvonis,1,false
hamil,1,false
mengkhawatirkan,1,false
asupan,1,false
pa-pa,1,false
urusi,1,false
menghemat,1,false
keengganan,1,false
gerai,1,false
dilewatinya,1,false
menghalangi,1,false
ass,1,false
bersalin,1,false
larinya,1,false
prematur,1,false
hemoragi,1,false
uterus,1,false
menertawainya,1,false
merutuki,1,false
kebodohannya,1,false
mengutamakan,1,false
andai,1,false
dipermainkan,1,false
sewaktu-waktu,1,false
butuhkan,1,false
dipecut,1,false
sembilu,1,false
menciumi,1,false
ridhai,1,false
laa,1,false
tahzan,1,false
innallaha,1,false
ma’ana,1,false
imbuh,1,false
meridhai,1,false
zawjaty,1,false
uhibbuka,1,false
fillah,1,false
ridha,1,false
lebar-lebar,1,false
mendistraksi,1,false
kedap,1,false
inderanya,1,false
menggerogoti,1,false
menyentakkan,1,false
didapatinya,1,false
mengimami,1,false
berumah,1,false
kondusif,1,false
memadati,1,false
terkini,1,false
setetes,1,false
kebal,1,false
ditangisi,1,false
pandora,1,false
mengejang,1,false
serangkaian,1,false
mengendus,1,false
opini,1,false
diberitakan,1,false
dielu-elukan,1,false
raharja,1,false
beralis,1,false
bahwasannya,1,false
disumpah,1,false
sanak,1,false
mambaca,1,false
dikirimkan,1,false
fantastis,1,false
berkala,1,false
dikuburnya,1,false
taipan,1,false
terlilit,1,false
korup,1,false
kekukuhan,1,false
legamnya,1,false
terbesit,1,false
sehina,1,false
menjamahnya,1,false
ajudan,1,false
memanglah,1,false
beropini,1,false
menutup-nutupi,1,false
deklarasikan,1,false
berpaling,1,false
gabriel,1,false
pengawal,1,false
berpuluh-puluh,1,false
beramah-tamah,1,false
kediamannya,1,false
pengawalnya,1,false
dipampangkannya,1,false
mewanti-wanti,1,false
faktanya,1,false
rahasiakan,1,false
terasnya,1,false
madunya,1,false
knop,1,false
tremor,1,false
perselingkuhan,1,false
memperlancar,1,false
dress,1,false
stiletto,1,false
jikatunggu,1,false
praduganya,1,false
emerald,1,false
feminim,1,false
keseimbangannya,1,false
penanggung,1,false
berbela,1,false
sungkawa,1,false
illness,1,false
menggaji,1,false
tegaskan,1,false
dysphoria,1,false
gangguan,1,false
otopsi,1,false
monoksida,1,false
pemanas,1,false
membenci,1,false
kebengisan,1,false
kamuflase,1,false
kesulitan-kesulitan,1,false
bertanah,1,false
bisingnya,1,false
terhantam,1,false
tersungkur,1,false
tattoo,1,false
identitasnya,1,false
kesadarannya,1,false
atasannya,1,false
hitungnya,1,false
membiasakan,1,false
mewancarai,1,false
menggosok-gosokan,1,false
berhembus,1,false
kumaha,1,false
damang,1,false
sabtu-minggu,1,false
tambah-tambah,1,false
menunjukannya,1,false
terlungkup,1,false
singkongnya,1,false
kemaren,1,false
datengin,1,false
ngagledah,1,false
ninis,1,false
telpon,1,false
anissa,1,false
tki,1,false
berinisial,1,false
punyanya,1,false
khilaf,1,false
menumpangkan,1,false
nampaknya,1,false
berinvestasi,1,false
pilkada,1,false
balihonya,1,false
keterkejutannya,1,false
bolak-balik,1,false
pecat,1,false
teregistrasi,1,false
ujang,1,false
ob,1,false
usg,1,false
pertanyaan-pertanyaan,1,false
janazah,1,false
istirahatnya,1,false
jajanan,1,false
deres,1,false
becek-becek,1,false
dianterin,1,false
aqua,1,false
rasulullah,1,false
ceritain,1,false
jam-an,1,false
ngeliatnya,1,false
lanjutin,1,false
gede-gede,1,false
pindahin,1,false
jauh-an,1,false
sore-sore,1,false
rame,1,false
simpen,1,false
mengeleng-gelengkan,1,false
mendongakan,1,false
kepanya,1,false
berbelasungkawa,1,false
sidik,1,false
meletakannya,1,false
secepatnya,1,false
bindernya,1,false
kepikiran,1,false
mengkonfrontir,1,false
imbas,1,false
notebook,1,false
kampusnya,1,false
capture,1,false
pemesanan,1,false
solo-jakarta,1,false
tertanggal,1,false
paruh,1,false
gelengkan,1,false
pinter,1,false
kecupan,1,false
jahil,1,false
mmm,1,false
nyerah,1,false
kesuksesanmu,1,false
diminati,1,false
buyar,1,false
menetes,1,false
penyakitnya,1,false
kumat,1,false
menyandarkan,1,false
istighfar,1,false
harapannya,1,false
tersadar,1,false
netra,1,false
terulur,1,false
stadium,1,false
diderita,1,false
a-aila,1,false
ka-kamu,1,false
mama-,1,false
sembinyiin,1,false
penderitanya,1,false
terkuak,1,false
diketahuinya,1,false
sprei,1,false
selimutnya,1,false
mendorongnya,1,false
membukakan,1,false
ugm,1,false
memprioritaskan,1,false
kesehatannya,1,false
bukain,1,false
maagmu,1,false
kecewanya,1,false
potnya,1,false
mengunci,1,false
teralihkan,1,false
tertampil,1,false
tahajud,1,false
gih,1,false
sarjana,1,false
nangis,1,false
wujudkan,1,false
tangisi,1,false
sesunggukan,1,false
diterjangnya,1,false
meredakan,1,false
dielusnya,1,false
memaafkannya,1,false
enaknya,1,false
pelihara,1,false
pemikiranku,1,false
ribet,1,false
ngambek,1,false
kasir,1,false
kemana,1,false
kepingin,1,false
let’s,1,false
terhenyak,1,false
bakalan,1,false
membenarkan,1,false
oohh,1,false
jual,1,false
berjualan,1,false
menyebrang,1,false
diseberangi,1,false
ciit,1,false
braakk,1,false
alarm,1,false
kerasa,1,false
segini,1,false
blazer,1,false
tersampir,1,false
dikendarai,1,false
menapak,1,false
isakan,1,false
anggita,1,false
nismara,1,false
gio,1,false
rahardja,1,false
tabrakan,1,false
tertabrak,1,false
amal,1,false
mengampuni,1,false
kangen,1,false
displin,1,false
nyiapin,1,false
malasan,1,false
amalan,1,false
menangisi,1,false
akademi,1,false
cengiran,1,false
berceloteh,1,false
benarkah,1,false
janda,1,false
kentara,1,false
mengejekku,1,false
omong,1,false
bangunannya,1,false
dibagian,1,false
tumbuhan-tumbuhan,1,false
‘berburu’,1,false
daahh,1,false
lewati,1,false
berkerumun,1,false
bruk,1,false
sesutu,1,false
dibelakang,1,false
raknya,1,false
kertasnya,1,false
menguning,1,false
ngengat,1,false
book,1,false
secrets,1,false
disebuah,1,false
jernihnya,1,false
pemburu,1,false
arion,1,false
sihirnya,1,false
pelindung,1,false
tawanan,1,false
memporak-porandakan,1,false
ratunya,1,false
memperbudak,1,false
dipenjara,1,false
kejaran,1,false
mantaranya,1,false
‘a,1,false
aperire’,1,false
kekuningan,1,false
membolak-balik,1,false
silau,1,false
kujatuhkan,1,false
jangkrik,1,false
bersahutan,1,false
guguran,1,false
mebawa,1,false
berlumuran,1,false
ditengah-tengah,1,false
secerah,1,false
hey,1,false
mengelilingku,1,false
seumuran,1,false
berpakaiannya,1,false
pengendali,1,false
animagus,1,false
mirirp,1,false
centaurus,1,false
sapanya,1,false
asalmu,1,false
kujawab,1,false
kotaku,1,false
yahh,1,false
omonganku,1,false
penyusup,1,false
sialnya,1,false
terkepung,1,false
centaur,1,false
menghunuskan,1,false
kearah,1,false
disekitarnya,1,false
ek,1,false
tebasan,1,false
ditengah,1,false
menampakan,1,false
langsusng,1,false
kapaknya,1,false
kilatan,1,false
bertahtakan,1,false
terpasang,1,false
berkilau,1,false
manteranya,1,false
killer,1,false
bertingkah,1,false
sena,1,false
xi-mipa,1,false
bersiap,1,false
derap,1,false
seputih,1,false
pindahan,1,false
lilyana,1,false
wikrama,1,false
nyanyian,1,false
terkecuali,1,false
dicinta,1,false
ulam,1,false
mengorganisir,1,false
presentasi,1,false
videonya,1,false
rinci,1,false
ditambahkan,1,false
presentasinya,1,false
kirimkan,1,false
mencabut,1,false
catatannya,1,false
kriteria,1,false
mencantumkan,1,false
kontaknya,1,false
rinciannya,1,false
nomorku,1,false
mengirimkannya,1,false
bagianmu,1,false
favoritnya,1,false
menurutmu,1,false
kusuka,1,false
memorinya,1,false
tadashi,1,false
hiro,1,false
tertariknya,1,false
tergabung,1,false
mengontak,1,false
alun-alun,1,false
saus,1,false
mayonnaise,1,false
merica,1,false
kalimba,1,false
fantasi-sains,1,false
bulutangkis,1,false
spesial,1,false
menyantap,1,false
gorengnya,1,false
lahap,1,false
sahutnya,1,false
denganmu,1,false
membencimu,1,false
dendamnya,1,false
meniru,1,false
bersaliman,1,false
apik,1,false
rak-raknya,1,false
berponi,1,false
berpose,1,false
figura,1,false
tutur,1,false
meremasnya,1,false
menghantuinya,1,false
memburamkan,1,false
berpetualang,1,false
asmanya,1,false
mempercayakan,1,false
sepelan,1,false
tersandung,1,false
menggigitnya,1,false
memukul-mukul,1,false
tiup,1,false
meniupnya,1,false
pendarahan,1,false
rusuknya,1,false
paru-parunya,1,false
meminumnya,1,false
meneguk,1,false
selembut,1,false
berurai,1,false
mengerjap-ngerjap,1,false
defensif,1,false
selempangnya,1,false
mengampunimu,1,false
mendatangiku,1,false
kamulah,1,false
memangsamu,1,false
kemarahannya,1,false
m-mustahil,1,false
menandatangimu,1,false
ditepisnya,1,false
dipupuk,1,false
cecar,1,false
terluap,1,false
ditahannya,1,false
mendekatimu,1,false
perbuatanmu,1,false
menyuruhmu,1,false
keegoisanmu,1,false
jumpa,1,false
desisnya,1,false
dirobek-robek,1,false
berderap,1,false
menasehatinya,1,false
dirindukannya,1,false
sekarat,1,false
antitoksin,1,false
melaporkanmu,1,false
hidupmu,1,false
diteguknya,1,false
diremukkan,1,false
membunuhmu,1,false
sakitnya,1,false
detak,1,false
melambat,1,false
merasakannya,1,false
menghembuskan,1,false
terakhirnya,1,false
diundangnya,1,false
kelimaku,1,false
robekan,1,false
cecarnya,1,false
gumamku,1,false
ulangi,1,false
kasian,1,false
setujui,1,false
sindirku,1,false
gelagapan,1,false
kutekankan,1,false
terakhirku,1,false
membuangnya,1,false
kantung,1,false
ber-ac,1,false
game,1,false
laper,1,false
mengikutiku,1,false
porsi,1,false
segelas,1,false
bodohku,1,false
kdrt,1,false
mulu,1,false
sungut,1,false
tusuk,1,false
berbingkai,1,false
heh,1,false
sikutan,1,false
fish,1,false
chips,1,false
lemonade,1,false
halah,1,false
cibir,1,false
cepetan,1,false
mba-mba,1,false
tebar,1,false
napa,1,false
meres,1,false
gimanain,1,false
robek,1,false
karibku,1,false
lantaran,1,false
cetus,1,false
ranselku,1,false
parkiran,1,false
kuhiraukan,1,false
kupicu,1,false
kubisa,1,false
kusenggol,1,false
kontrakan,1,false
carport,1,false
memarkirkannya,1,false
memperbaikinya,1,false
sekardus,1,false
selusin,1,false
lelahku,1,false
proposalku,1,false
membuang-buang,1,false
menggedor,1,false
pesananku,1,false
kusentuh,1,false
kugigit,1,false
mengupasnya,1,false
kecutnya,1,false
ketigaku,1,false
save,1,false
keempatku,1,false
merenggangkan,1,false
kusiramkan,1,false
penyakitan,1,false
terserahlah,1,false
kunyalakan,1,false
kumatikan,1,false
rentetan,1,false
menganggu,1,false
sosialku,1,false
memeriksanyasiapa,1,false
menghubungiku,1,false
kucari,1,false
sumbernya,1,false
membeberkan,1,false
pribadinya,1,false
youtuber,1,true
kuliahku,1,false
konten,1,false
pengikutku,1,false
keuanganku,1,false
samyang,1,false
youtubermembelaku,1,true
mendiamkan,1,false
oknum-oknum,1,false
kulabrak,1,false
twitter,1,false
untung,1,false
mengumpat,1,false
kulempar,1,false
ponselku,1,false
mengetik,1,false
lambungku,1,false
biasalah,1,false
malem,1,false
kulkas,1,false
mengabaikannya,1,false
kuobrak-abrik,1,false
kudapatkan,1,false
kumau,1,false
mengoceh,1,false
digurui,1,false
kuhentakkan,1,false
terhentak,1,false
marmeryang,1,false
ngerjain,1,false
salakku,1,false
bacot,1,false
raungku,1,false
cengar-cengir,1,false
haha-hihi,1,false
badmood,1,false
fans,1,false
memburu,1,false
kutarik,1,false
kuhempaskan,1,false
makiku,1,false
kujambak,1,false
gelapnya,1,false
kubenturkan,1,false
kericuhan,1,false
lepasin,1,false
jaman,1,false
berdenging,1,false
lengguhan,1,false
menyahuti,1,false
menghempaskanku,1,false
menyeimbangkan,1,false
bercak,1,false
ngaco,1,false
melepaskanku,1,false
seingatku,1,false
mengedit,1,false
makalahtunggu,1,false
aspirin,1,false
bener-bener,1,false
hoodieku,1,false
naro,1,false
sejam,1,false
gerutuku,1,false
mengecap,1,false
mayatnya,1,false
kusambar,1,false
kompor,1,false
berlutut,1,false
kutusukkan,1,false
kuhujamkan,1,false
meronta,1,false
menghujani,1,false
mendorongku,1,false
kukonsumsi,1,false
meyadari,1,false
ketumpahan,1,false
luntur,1,false
melemparnya,1,false
kutelepon,1,false
sejenisnya,1,false
debur,1,false
kekuningan-kuningan,1,false
bertembok,1,false
berpoles,1,false
amblas,1,false
mangkal,1,false
menatapi,1,false
menjejali,1,false
hasrat,1,false
marun,1,false
naluriku,1,false
membelakanginya,1,false
berkelip,1,false
etalase,1,false
edisi,1,false
kostumer,1,false
mengulang-ulang,1,false
kawakan,1,false
keputus-asaan,1,false
reflek,1,false
gaun,1,false
corak,1,false
tercintaku,1,false
mengerucutkan,1,false
buktinya,1,false
panggilanmu,1,false
berjabat,1,false
tergelak,1,false
mencelos,1,false
eeeehhhh,1,false
ap,1,false
ba-bagaimana,1,false
tudingnya,1,false
tandanya,1,false
bertingkat,1,false
jiwamu,1,false
a-aku,1,false
aaa,1,false
tenggorokan,1,false
memungkiri,1,false
terputar,1,false
berseliweran,1,false
tegur,1,false
pipiku,1,false
becanda,1,false
deng,1,false
know,1,false
sangsi,1,false
memekakan,1,false
hunian,1,false
iklannya,1,false
hangat-hangatnya,1,false
cakapnya,1,false
sekeluarga,1,false
perkakas,1,false
tektek,1,false
beredar,1,false
dihutanginya,1,false
mencak-mencak,1,false
menggorok,1,false
tukasnya,1,false
diseruputnya,1,false
seduhan,1,false
call-an,1,false
beijing,1,false
prruufff,1,false
bapakmya,1,false
hisap,1,false
disyukurin,1,false
hujan-hujan,1,false
ngotot,1,false
hujannya,1,false
cengkraman,1,false
geleng-geleng,1,false
berlumur,1,false
lecet,1,false
mengenaskan,1,false
piutang,1,false
masam,1,false
menggedor-gedor,1,false
oi,1,false
keluargamu,1,false
ya’,1,false
pulak,1,false
melunasi,1,false
berkeluaran,1,false
melerai,1,false
berbui,1,false
kejang-kejang,1,false
ultraman,1,false
nyusu,1,false
rt-nya,1,false
dikeroyok,1,false
sorakan,1,false
kepulangan,1,false
dilambai-lambaikan,1,false
fansnya,1,false
membalasnya,1,false
syukur,1,false
mumpung,1,false
meremas-remas,1,false
kemolekan,1,false
urusannya,1,false
dipermudah,1,false
pengangkatan,1,false
menjenguk,1,false
sembuhnya,1,false
kerikilnya,1,false
pemberiannya,1,false
maafnya,1,false
tit,1,false
gulai,1,false
lahap-lahapnya,1,false
pengobatan,1,false
selang,1,false
berpesan,1,false
makannya,1,false
mesum,1,false
digorok,1,false
santainya,1,false
tetangga-tetangga,1,false
memperhatikanmu,1,false
kupercaya,1,false
setangkai,1,false
pegangi,1,false
diabetes,1,false
epilepsi,1,false
beast,1,false
handsome,1,false
meluapkan,1,false
kuraih,1,false
kepiting,1,false
rebus,1,false
berdesak-desakkan,1,false
mimpiku,1,false
keramas,1,false
memperingatiku,1,false
ketinggalan,1,false
keahlianku,1,false
omelan,1,false
kuharap,1,false
keberuntunganku,1,false
